Title,Parallel,Type,Rarity,Edition Size,Description,Ability,Cost,Attack,Health,Image URL,Token ID,Artist,mp_img_url
"Baron Squire, The Vile",Shroud,Unit,Legendary,"1,604","Baron Squire is a revolting glutton, a minor crime lord who fell into the Shroud’s dominion, and now serves a higher purpose. Cartel records insist he holds no land title.","After you play an effect from your hand, create and play a random effect with the same energy cost.",2,2.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_BaronSquireTheVile/Shr_BaronSquireTheVile_Non_Lgn_Fe_Img.png,100100004,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_BaronSquireTheVile/Shr_BaronSquireTheVile_Non_Prm_Mp_Img.png
"Romus, Recombinant Justician",Kathari,Unit,Legendary,"1,050","“Brothers and sisters in arms, let us share our gifts.”","Target up to two other friendly units when you play this unit. When this unit or either target unit gains an ability, the others gain it as well.
Muster: This unit gains a random keyword (excluding Pacifist).
On attack, this unit gains a random keyword (excluding Pacifist).",5,5.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_RomusRecombinantJustician/Kat_RomusRecombinantJustician_Non_Lgn_Fe_Img.png,100100007,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_RomusRecombinantJustician/Kat_RomusRecombinantJustician_Non_Prm_Mp_Img.png
Master Thief Kozo,Universal,Unit,Legendary,"1,064","“I demand answers!” screamed Harf. “Don’t tell me that 50 guards, 24 cameras, and a Golkonda Vault failed to stop a mere child from stealing 30 million credits!”","Muster: Reveal a random enemy bank card. You may play a copy of it for free.
When this unit would be destroyed, put it into your hand instead.",5,2.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_MasterThiefKozo/Unv_MasterThiefKozo_Non_Lgn_Fe_Img.png,100100010,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_MasterThiefKozo/Unv_MasterThiefKozo_Non_Prm_Mp_Img.png
"Ishkur, Arak’S Enforcer",Augencore,Unit,Legendary,648,"When diplomacy fails, Ishkur succeeds in enforcing Arak’s demands. Ostracized by many of the more moderate Augencore, he found his place by the warmaster’s side.","Muster: Give each friendly un-upgraded Unit a random Upgrade.
When this Unit is destroyed, repeat it’s Muster.",6,5.0,6.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_IshkurAraksEnforcer/Agc_IshkurAraksEnforcer_Non_Lgn_Fe_Img.png,100100013,@MOBO_BOEHME,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_AraksLoyalHammers/Agc_AraksLoyalHammers_Non_Prm_Mp_Img.png
"Noura, Hand Of Unity",Universal,Unit,Legendary,657,“We are one people! We always have been. This war shows plainly our unified desire to live and to prosper.”,Muster: Choose a unit type. Friendly units have that type in addition to any other types they have for the rest of the game.,3,4.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_NouraHandOfUnity/Unv_NouraHandOfUnity_Non_Lgn_Fe_Img.png,100100016,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_NouraHandOfUnity/Unv_NouraHandOfUnity_Non_Prm_Mp_Img.png
Adaptive Tactician,Augencore,Unit,Common,"60,000","We have always known ourselves to be adaptable. No obstacle is insurmountable with the right tools. When the right tool doesn’t exist, make it.","Overclock
Muster: You may destroy target upgrade. If you do, that upgrade's controller draws a card.",3,3.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_AdaptiveTactician/Agc_AdaptiveTactician_Non_Cmn_Nlg_Img.png,100200008,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_AdaptiveTactician/Agc_AdaptiveTactician_Non_Prm_Mp_Img.png
Arak's Loyal Hammers,Augencore,Unit,Uncommon,"10,000","Arak’s elite personal guard, he is seldom seen without at least one of them following closely in his shadow. They serve as his eyes and ears, sharing information via a secure channel electronically.","Overclock
This card may only be in your deck if Arak, Combat Overseer is your paragon.
After a friendly token unit is created, it gains +1/+1.
The first time a friendly Aftermath ability triggers each turn, it triggers an additional time.",5,6.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_AraksLoyalHammers/Agc_AraksLoyalHammers_Non_Ucm_Fe_Img.png,100200009,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_AraksLoyalHammers/Agc_AraksLoyalHammers_Non_Prm_Mp_Img.png
Forlorn Companion,Augencore,Unit,Common,"60,000","This gravity that now pulls at our limbs, our joints, our hearts, it is the feeling we have always known was there. We felt it for centuries in the void of space, pulling us back toward our origins. Surrounded by hostiles, we make our return.","Overclock, Salvage 1",1,1.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_ForlornCompanion/Agc_ForlornCompanion_Non_Cmn_Fe_Img.png,100200012,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_ForlornCompanion/Agc_ForlornCompanion_Non_Prm_Mp_Img.png
Fragmented Plating,Augencore,Upgrade,Uncommon,"10,000","The reactive plating of an Augencore mech, repurposed to fit an individual wearer. The ultimate failsafe, ensuring a mortal wound is returned in kind.","Upgraded unit has Defender.
Upgraded unit has “Aftermath: Deal 1 damage to all enemy units.”",4,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_FragmentedPlating/Agc_FragmentedPlating_Non_Ucm_Fe_Img.png,100200015,@_CHRISBJERRE,https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_FragmentedPlating/Agc_FragmentedPlating_Non_Prm_Mp_Vid.gif
Jahn's First Ring Engineer,Augencore,Unit,Uncommon,"10,000",The First Ring was our first step in creating our home in the void. We use the lessons we learned there to take our first steps on Earth.,"Overclock, Salvage 1
This card may only be in your deck if Jahn, Chief Engineer is your paragon.
Aftermath: Conceal any number of friendly bank cards. Create a copy of a random upgrade from your bank and attach it to target unit.",4,5.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_JahnsFirstRingEngineer/Agc_JahnsFirstRingEngineer_Non_Ucm_Fe_Img.png,100200019,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_JahnsFirstRingEngineer/Agc_JahnsFirstRingEngineer_Non_Prm_Mp_Img.png
Workshop's Forward Assembly Mechanic,Augencore,Unit,Uncommon,"10,000","There is no better feeling than seeing something you built turn on. The kick of its engine, like a first gasp for air. We build for this reason: to create life.","Overclock
This card may only be in your deck if Juggernaut Workshop is your paragon.
When you Overclock this unit, you may remove a counter from Juggernaut Workshop.
After a friendly Workshop Juggernaut is created, it gains +1/+1.",2,2.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_JuggernautWorkshopsForwardAssemblyMechanic/Agc_JuggernautWorkshopsForwardAssemblyMechanic_Non_Ucm_Fe_Img.png,100200022,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_JuggernautWorkshopsForwardAssemblyMechanic/Agc_JuggernautWorkshopsForwardAssemblyMechanic_Non_Prm_Mp_Img.png
Mobile Fortress T.E.T.S.U.,Augencore,Unit,Legendary,"1,000","The last gift of an old friend, the T.E.T.S.U. is the shining example of Augencore ingenuity. A behemoth unlike any other.","Overclock, Evasive, Salvage 1
For each energy spent on Overclock, this unit enters the field with a counter on it.
On attack, this unit gains a counter and deals damage equal to the number of counters on it to any target.
Aftermath: Create a 3/4 Fortress Turret and a 3/4 Fortress Treads.",7,6.0,8.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_MobileFortressTetsu/Agc_MobileFortressTetsu_Non_Lgn_Fe_Img.png,100200025,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_MobileFortressTetsu/Agc_MobileFortressTetsu_Non_Prm_Mp_Img.png
Offensive Salvage Subsystem,Augencore,Upgrade,Uncommon,"10,000","*We can rebuild him.* *We have the technology.* *We can make him better than he was.* *Better, stronger, faster.*","Upgraded unit has ""On attack, attach a random upgrade from your waste to this unit.""",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_MobileReconstructionUnit/Agc_MobileReconstructionUnit_Non_Ucm_Fe_Img.png,100200028,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_MobileReconstructionUnit/Agc_MobileReconstructionUnit_Non_Prm_Mp_Img.png
M-Tav,Augencore,Unit,Uncommon,"10,000","Let us become the beasts of old. Great hunters capable of isolating and eliminating the weak to overtake their prey. Surrounded by foes and bound to this earth, Let us learn from the past and hunt our prey.","Overclock
Muster: This unit attacks the lowest health enemy unit. If this unit was Overclocked, it gains Armed for this attack.",5,4.0,6.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_Mtav/Agc_Mtav_Non_Ucm_Fe_Img.png,100200031,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_Mtav/Agc_Mtav_Non_Prm_Mp_Img.png
O.H.G.R.,Augencore,Unit,Rare,"3,500","They stride across the battlefield shrugging off blow after blow, inhuman in their unyielding and consistent advance. The O.H.G.R. reset the tempo of this war.","Overclock, Shielded
The first time an upgrade is attached to this unit each turn, you may create a copy of that upgrade and attach it to another friendly unit.",7,6.0,6.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_OHGR/Agc_OHGR_Non_Rar_Fe_Img.png,100200034,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_OHGR/Agc_OHGR_Non_Prm_Mp_Img.png
Personal Smr,Augencore,Upgrade,Common,"60,000","There is a rhythm to the Augencore. Like a beating heart, the ever-present thump of an engine in their core. It beats faster now - as if a war drum reaching its crescendo.","Upgraded unit has ""Activate: Overclock this unit. Limit once per turn.""
Upgraded unit has ”Aftermath: Put Personal SMR into your hand.”",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_PersonalSmr/Agc_PersonalSmr_Non_Cmn_Fe_Img.png,100200037,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_PersonalSmr/Agc_PersonalSmr_Non_Prm_Mp_Img.png
Portable Energy Bay,Augencore,Upgrade,Common,"60,000","So far from CAINE-1, we must make do with what we have. These bots should keep us going for just a little longer.",Upgraded unit has ”Aftermath: Create three 1/1 Energy Drones.”,3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_PortableEnergyBay/Agc_PortableEnergyBay_Non_Cmn_Fe_Img.png,100200040,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_PortableEnergyBay/Agc_PortableEnergyBay_Non_Prm_Mp_Img.png
Pull From Wreckage,Augencore,Effect,Common,"60,000","“I want you to remember something. Our lives and bodies are transient, but that has never stopped us. When our friends fall, honor their bodies and use what you can. Ten thousand years of Augencore history is built upon this very act. When we die, we give.” - Arak, Combat Overseer",Destroy a friendly upgrade then attach an upgrade from your waste to a friendly unit.,2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_PullFromWreckage/Agc_PullFromWreckage_Non_Cmn_Fe_Img.png,100200043,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_PullFromWreckage/Agc_PullFromWreckage_Non_Prm_Mp_Img.png
Pulse Thruster,Augencore,Upgrade,Common,"60,000","Against all odds, we have survived and overcome the void of space. Today on Earth, we surmount all new challenges.",Upgraded unit has +1/+1 and Evasive.,2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_PulseThruster/Agc_PulseThruster_Non_Cmn_Fe_Img.png,100200046,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_PulseThruster/Agc_PulseThruster_Non_Prm_Mp_Img.png
Remote Explosives Operator,Augencore,Unit,Rare,"3,500","Okay little buddy, just like we practiced. Let’s make a hole.","Muster: Create a 0/3 Remote Explosive Drone on the enemy field in a random position.
Aftermath: Deal 3 damage to any target.",6,5.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_RemoteExplosivesOperator/Agc_RemoteExplosivesOperator_Non_Rar_Fe_Img.png,100200049,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_RemoteExplosivesOperator/Agc_RemoteExplosivesOperator_Non_Prm_Mp_Img.png
Repeater Cannon,Augencore,Upgrade,Rare,"3,500","Shoot them, and if that doesn’t work, shoot them again",Upgraded unit may attack twice per turn.,5,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_RepeaterCannon/Agc_RepeaterCannon_Non_Rar_Fe_Img.png,100200052,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_RepeaterCannon/Agc_RepeaterCannon_Non_Prm_Mp_Img.png
Self-Repairing Nanite,Augencore,Upgrade,Rare,"3,500","All things must end. We have within ourselves the capacity to extend our lives and our capabilities, but ultimately, we end. This is the first step in overcoming that.","Upgraded unit has +1/+1.
When this upgrade enters the field from the waste, upgraded unit has +2/+2 instead.
Activate, spend 4 energy: Attach this upgrade to a unit from the waste.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_SelfRepairingNanite/Agc_SelfRepairingNanite_Non_Rar_Fe_Img.png,100200055,@_CHRISBJERRE,https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_SelfRepairingNanite/Agc_SelfRepairingNanite_Non_Prm_Mp_Vid.gif
Smr Technician,Augencore,Unit,Common,"60,000","There is little glory in what we do. It is work - a job like any other. The task is easy to see - once a blue speck, it now dwarfs our ships. It glows with life and promise.","After a unit is put into your hand, it gains Overclock.",2,3.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_SmrTechnician/Agc_SmrTechnician_Non_Cmn_Fe_Img.png,100200059,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_SmrTechnician/Agc_SmrTechnician_Non_Prm_Mp_Img.png
T.A.L.I. Raider,Augencore,Unit,Common,"60,000",The T.A.L.I. suits were built with a singular purpose: Facilitating precision elimination of tactical objectives.,"Overclock
This unit has +1/+0 for each upgrade attached to it.",4,4.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_TaliRaider/Agc_TaliRaider_Non_Cmn_Fe_Img.png,100200062,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_TaliRaider/Agc_TaliRaider_Non_Prm_Mp_Img.png
Triumph Of Iron,Augencore,Effect,Rare,"3,500","This power - it is exactly what we have needed. Those of us aboard CAINE-1 may not have known it, but we have found that which has pulled us from the brink of certain death. It will fuel our engines for generations to come.","Look at the top 6 cards of your deck. For each upgrade among them, you may attach it to target unit. Shuffle your deck.",5,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_TriumphOfIron/Agc_TriumphOfIron_Non_Rar_Fe_Img.png,100200065,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_TriumphOfIron/Agc_TriumphOfIron_Non_Prm_Mp_Img.png
"Tvastar, Arak's Flagship",Augencore,Unit,Legendary,"1,000","Constructed away from the prying eyes of his peers, the Combat Overseer schemes away aboard his fearsome vessel.","Battle Ready
Muster: Destroy any number of target friendly units or upgrades. Choose two upgrades in your deck with cost equal to or less than the amount of destroyed cards and play them for free.",6,4.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_TvastarAraksFlagship/Agc_TvastarAraksFlagship_Non_Lgn_Fe_Img.png,100200068,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Agc_TvastarAraksFlagship/Agc_TvastarAraksFlagship_Non_Prm_Mp_Img.png
Acolyte Of Shoshanna,Earthen,Unit,Uncommon,"10,000","Shoshanna’s Acolytes are her personal guardians and administrative aides. They also serve as a liaison between the Primeans and Shoshanna’s home tribe, the Makka.","This card may only be in your deck if Shoshanna, Rebuilder of Earth is your paragon.
Muster: Heal any target for 5. If you have more health than your enemy, create a 5/5 Gilded Healer.",6,5.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Ert_AcolyteOfShoshanna/Ert_AcolyteOfShoshanna_Non_Ucm_Fe_Img.png,100200072,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Ert_AcolyteOfShoshanna/Ert_AcolyteOfShoshanna_Non_Prm_Mp_Img.png
